77502,T Heaton,Burnley,GK,4 (0),0.0,0.01,0.0,0.01
77536,M Vorm,Tottenham Hotspur,GK,1 (0),0.02,0.0,0.0,0.02
77541,A Zaragoza,Unknown,DF,2 (2),-0.0,0.12,0.0,0.12
77546,A Williams,Stoke City,DF,20 (3),0.1,0.0,0.01,0.11
77548,J Allen,Stoke City,MD,36 (0),0.02,0.05,0.0,0.07
77550,L Britton,Unknown,MD,4 (1),0.01,0.06,0.0,0.07
77552,N Dyer,Swansea City,MD,16 (8),0.01,-0.02,-0.03,-0.03
77557,W Routledge,Swansea City,MD,4 (10),0.01,0.1,-0.05,0.06
77558,G Sigurdsson,Everton,MD,25 (2),0.02,0.04,0.08,0.15
7847,L Fabianski,West Ham United,GK,38 (0),0.0,-0.01,0.0,-0.01
7853,K Gibbs,West Bromwich Albion,DF,32 (1),0.0,0.03,-0.01,0.02
7855,L Koscielny,Arsenal,DF,25 (0),0.04,0.06,0.03,0.13
7856,P Mertesacker,Unknown,DF,4 (2),0.15,0.04,0.1,0.28
7864,F Coquelin,Valencia,MD,1 (6),0.03,0.04,-0.06,0.02
7868,A Oxlade-Chamberlain,Liverpool,MD,17 (17),0.03,0.09,0.08,0.2
7870,A Ramsey,Arsenal,MD,21 (3),0.01,0.03,0.11,0.15
7873,J Wilshere,West Ham United,MD,12 (8),0.02,0.11,-0.0,0.13
7879,T Walcott,Everton,FW,13 (7),0.01,0.12,0.12,0.24
7882,P Cech,Arsenal,GK,34 (0),0.0,0.01,0.0,0.02
7885,R Bertrand,Southampton,DF,35 (0),0.03,0.06,-0.02,0.06
7887,G Cahill,Chelsea,DF,24 (3),0.03,0.02,-0.02,0.03
7888,N Chalobah,Watford,MD,5 (1),0.06,0.01,-0.07,-0.0
7892,D Marinho,Chelsea,DF,9 (1),0.0,-0.01,0.06,0.05
7899,O Vidal,Southampton,MD,34 (0),0.06,0.05,-0.02,0.09
7905,R Menama,Manchester United,FW,33 (1),0.07,0.02,0.21,0.3
7906,J Garcia,Manchester United,MD,23 (5),0.01,0.02,-0.01,0.01
